source,target
"Pop, Indie Pop","Alternative rock, indie rock"
"Pop, Indie Pop","Pop Rock, Indie Pop"
"Pop, Indie Pop","K-Pop, R&B, Pop"
"Pop, Indie Pop","Pop, Indie"
"Pop, Indie Pop","Country Pop, Indie Pop"
"Pop, Indie Pop","Rock, Indie Pop"
"Pop, Indie Pop","Indie Rock, Indie Pop"
"Pop, Indie Pop","Alternative Rock, Indie Pop, Indie Rock"
"Pop, Indie Pop","Pop, Pop Punk"
"Pop, Indie Pop","K-pop, Pop Punk"
"Country, Southern Rock","Country, Southern rock, Pop"
"Singer-Songwriter, Folk & Blues","Singer-Songwriter, Folk"
"Singer-Songwriter, Folk & Blues","Singer-Songwriter, Folk, Blues"
"Pop, Rock, Americana","Rock, Americana"
"Pop, Rock, Americana","Rock, Americana, Folk"
"Pop, Rock, Americana","Indie Rock, Americana"
"Wellness, Fitness, Recovery","Wellness, Fitness"
"Festive, Community Event","Live Music, Community Event"
"Festive, Community Event","Music, Community Event"
"Festive, Community Event","Art, Live Music, Community Event"
"Festive, Community Event","Art, Community Event"
"Literary, Arts","Art, Literary Arts"
"Rock, Soul, Blues","Rock 'n' Soul, Blues"
"Pop, glam rock, psychedelia, funk, indie rock","Glam rock, Psychedelia, Funk, Indie rock"
"Pop, glam rock, psychedelia, funk, indie rock","Glam rock, psychedelia, funk, indie rock"
Alt R&B,alt R&B
"Indie rock, folk, indie pop","Rock, Folk, Indie"
Food Festival,"Food festival, Music festival, Rock"
Spoken Word,"Folk, Rock, Spoken-Word"
Spoken Word,"Spoken Word, History"
Spoken Word,"live music, spoken word, R&B"
Spoken Word,"Spoken word, Dance, Music"
Spoken Word,"Spoken Word, R&B"
Country-Rock,Country-rock
Country-Rock,Country Rock
Trap,"Dance, Trap"
Trap,"R&B, TRAP"
Trap,"R&B, Trap"
Crime Fiction,"Books, Crime Fiction"
Experimental jazz,"Experimental, Jazz"
Irish traditional music,"Irish Traditional Music, Folk"
Irish traditional music,Irish Traditional Music
Irish traditional music,Irish Traditional
Tango,"Tango, Jazz"
Electronica,"Electronica, Dance"
"Wine, Wine Tasting, Cocktails","Comedy, Wine Tasting"
"Wine, Wine Tasting, Cocktails","Festivals, Wine Tasting, Comedy"
"Live Music, Community Event","Music, Community Event"
"Live Music, Community Event","Art, Live Music, Community Event"
"Live Music, Community Event","Art, Community Event"
"Comedy, Performing Arts, Theatre, Acting","performing arts, theatre"
Swing Dance,"Jazz, Swing, Dance"
"Punk, Heavy Metal, Rock 'n' Roll","Heavy Metal, Rock & Roll"
"Punk, Heavy Metal, Rock 'n' Roll","Heavy metal, Rock"
"Rock, Hip-Hop, Indie, Pop Punk","R&B, hip-hop, indie pop"
"edm, dance, electronic, dj, nightlife","edm, dance, electronic, dj"
"Bluegrass, Americana","Bluegrass, Americana, Rock"
Animals,"Animals, Holiday"
"Hip Hop, EDM","Hip hop, EDM"
"Hip Hop, EDM","K-pop, Hip-hop, EDM, Pop"
"Hip Hop, EDM","Pop, Hip-Hop, EDM"
"Rock, Indie & Alt, Country","Rock, Indie & Alt"
"Dance, Family","Music, Dance, Family"
"Shoegaze, alt rock, grunge, dream pop, emo, darkwave, j-rock, indie, nu metal","Shoegaze, emo, darkwave, j-rock, indie, nu metal, grunge, dream pop"
"Art, Painting, Cocktail Party","Art, Painting, Workshops"
"Hip-Hop, Rap","Electronic, Hip-Hop/Rap"
"Hip-Hop, Rap",Hip-Hop / Rap
"Hip-Hop, Rap",Hip-hop/Rap
"Hip-Hop, Rap","Hip-Hop/Rap, Jazz"
"Hip-Hop, Rap","Hip-Hop/Rap, Indie Rock"
Blues/Rock,Blues / Rock
Blues/Rock,Blues-Rock
"Alternative, Folk Rock",Alternative Folk-Rock
"Sports & Recreation, Biking",Sports & Recreation (Baseball)
"Sports & Recreation, Biking",Sports & Recreation
"Metal, Heavy Metal","Blues, Heavy Metal"
"Metal, Heavy Metal","EDM, Heavy Metal"
"Pop/Soul, Jazz-Funk","R&B, pop, soul, jazz"
"Pop/Soul, Jazz-Funk","Soul, Jazz, Funk"
"Indie, Folk",Indie folk
"Indie, Folk",Indie-Folk
Alternative Hip-Hop,"Alternative, R&B, Hip Hop"
Alternative Hip-Hop,"Alternative, Hip-Hop/Rap"
"psychedelic cumbia, soul, funk, experimental R&B, atmospheric electronic, modern tropicalia","Psychedelic cumbia, soul, funk, experimental R&B, atmospheric electronic, modern tropicalia"
"Rap, Rap-Metal","Hip-Hop/Rap, Rap-Metal"
"Dance, Cardio",Square Dance
"Rock, Country Rock","Rock, Country-Rock"
"Irish, Celtic, Folk",Irish; Celtic
"Irish, Celtic, Folk","Irish, Celtic"
"Painting, Art Class","Painting, Art"
"Latin, Funk, Afrobeat","LATIN, FUNK, AFROBEAT"
"Jazz, Blues, Ska","Jazz, Blues, Large Ensembles"
"Jazz, Blues, Ska","Jazz, Blues, Salsa"
Acoustic,Acoustic Punk
Acoustic,"Electronic, Acoustic"
Chill pop,Chill r&b
"Disco, Drag Performance","Drag, Performance"
"Theatrical, Comedy","Theatrical, Musical"
"Theatrical, Comedy",Theatrical and Musical
"Country, Roots, Rock","Country, Roots"
"Country, Roots, Rock","Folk, Country, Roots Rock"
"R&B, Afrobeats, hip hop, Dancehall","Afrobeats, Hip-Hop, Dancehall"
"Virtuoso, World Music",World music
"Jam Band, Live Music","Psychedelic, Jam Band"
"Jam Band, Live Music",Jam Band
"Jam Band, Live Music",Jam / Jam Band / Rock
"Jam Band, Live Music","Jam Band, Rock"
"Jam Band, Live Music","Jam band, Rock"
Food and Drink Festival,Food and drink festival
"Punk, Indie-rock, Alt-rock","Rock, Alt-rock"
"Punk, Indie-rock, Alt-rock","Indie-rock, Alt-rock"
"R&B, Emo Rock","Emo, Rock"
"poetry, art","music, poetry, art"
"poetry, art","Poetry, Art, Contemplative"
"Spoken Word, R&B","Folk, Rock, Spoken-Word"
"Spoken Word, R&B","Spoken Word, History"
"Spoken Word, R&B","live music, spoken word, R&B"
"Spoken Word, R&B","Spoken word, Dance, Music"
"Crafts, Workshops","DIY, Crafts, Workshops"
documentary film,"Documentary, Film"
"Indie pop, folk, country","Indie, Pop, Folk"
"Indie pop, folk, country","Indie-pop, Folk"
"Comedy, Performing Arts, Music","Performing Arts, Music"
"Comedy, Performing Arts, Music","Comedy, Performing Arts, Music, Live Music"
"Punk, Alternative Rock","Punk, Alternative"
"Punk, Alternative Rock","Pop-Punk, Alternative Rock"
"Hip hop, EDM","K-pop, Hip-hop, EDM, Pop"
"Hip hop, EDM","Pop, Hip-Hop, EDM"
"Indie, Pop, Folk","Indie-pop, Folk"
"Hip Hop, Reggaeton, Latin Hits, Afrobeats, Top 40, Club Anthems","Hip Hop, Reggaeton, Latin Hits, Afrobeats, Top 40 Club Anthems"
Choral Music,"Choral music, Classical"
"Ballet, Fine Arts","Fine Arts, Art"
"Orchestra, Live Music","Orchestra, Live Music, Dance"
"Blues, Swing","Jazz, Blues, Swing"
"Rock, Blues","Indie rock, Blues rock"
"Rock, Blues","Blues-Rock, Blues"
"Rock, Blues","R&B, Rock, Blues"
"Post-punk, punk, post-hardcore","Post-punk, post-hardcore punk, punk"
80s New Wave,"Rock, 80s New Wave"
"Bolero, psychedelic, cumbia","Instrumental Rock, bolero, psychedelic, cumbia"
"Pop, Alternative, Indie Pop","Indie Pop, Alternative Rock"
"Pop, Alternative, Indie Pop","Alternative, Indie Pop"
"Jazz, R&B, Hip-Hop, Pop","Jazz, R&B, Hip-Hop"
"Heavy Metal, Rock & Roll","Heavy metal, Rock"
Indie Pop,indie pop
"Pop Punk, Rock","Pop, Punk Rock"
"Hip-Hop/Rap, Indie Rock","Electronic, Hip-Hop/Rap"
"Hip-Hop/Rap, Indie Rock",Hip-Hop / Rap
"Hip-Hop/Rap, Indie Rock",Hip-hop/Rap
"Hip-Hop/Rap, Indie Rock","Hip-Hop/Rap, Jazz"
Comedy > Stand Up,stand up comedy
Comedy > Stand Up,"Comedy, Stand-Up Comedy"
Comedy > Stand Up,"Comedy, Stand up"
Comedy > Stand Up,stand-up comedy
Comedy > Stand Up,"Comedy, Stand-up Comedy"
Comedy > Stand Up,Stand-up
Female hip-hop,Hip-Hop & R&B
Female hip-hop,hip hop
Female hip-hop,"hip hop, R&B"
"Soul, Jazz, Funk","R&B, pop, soul, jazz"
"Hip Hop, R&B, Afro Beats, Reggae","Hip-Hop, R&B, Afro Beats"
"Hip Hop, R&B, Afro Beats, Reggae","Hip Hop, R&B, Afro Beats"
"Hip Hop, R&B, Afro Beats, Reggae","R&B, Hip Hop, Afro Beats"
"Funk, Soul, Jazz, Rock","Funk, Soul, R&B, Jazz, Classical"
"Funk, Soul, Jazz, Rock","Funk, Soul, Jazz, Rock, Hip-Hop"
"Funk, Soul, Jazz, Rock","Folk, Funk, Soul, Jazz, Rock"
"Funk, Soul, Jazz, Rock","Funk, Soul Jazz, Rock, Hip Hop, Jazz"
"Funk, Soul, Jazz, Rock","Funk, Soul, R&B, Jazz"
"Funk, Soul, Jazz, Rock","Funk, soul, jazz, rock, hip-hop"
Reggae rock,Reggae/Rock
"Rock, Americana","Indie Rock, Americana"
"Rock, Americana","Rock, Americana, Folk"
Blues-Rock,Blues / Rock
Stand-up,stand up comedy
Stand-up,"Comedy, Stand-Up Comedy"
Stand-up,"Comedy, Stand up"
Stand-up,stand-up comedy
Stand-up,"Comedy, Stand-up Comedy"
"Hip-hop, trap, rock, pop","hip hop, trap"
"Hiphop, R&B","HipHop, R&B"
"Folk, Americana, Singer-Songwriter","Americana, Singer-Songwriter"
Political Satire,"Comedy, Political Satire"
Cantonese Opera,"Opera, Chamber Opera"
"Indie Rock, Emo, 90s Alt-Rock","Indie rock, emo, 90s alt-rock"
"K-Pop, R&B, Pop","K-pop, Pop"
"K-Pop, R&B, Pop",Indie / Alternative / Rock
"K-Pop, R&B, Pop","Alternative Rock, Indie Rock, Pop"
"K-Pop, R&B, Pop","Pop, K-Pop"
"K-Pop, R&B, Pop","K-Pop, Pop"
"K-Pop, R&B, Pop","Alternative rock, indie rock"
"K-Pop, R&B, Pop","Pop Rock, Indie Pop"
"K-Pop, R&B, Pop","Pop, Indie"
"K-Pop, R&B, Pop","Country Pop, Indie Pop"
"K-Pop, R&B, Pop","Rock, Indie Pop"
"K-Pop, R&B, Pop","Indie Rock, Indie Pop"
"K-Pop, R&B, Pop","Alternative Rock, Indie Pop, Indie Rock"
"K-Pop, R&B, Pop","Pop, Pop Punk"
"K-Pop, R&B, Pop","K-pop, Pop Punk"
"Jazz, Smooth Jazz, Instrumental R&B",Smooth jazz
"Electro-pop, Hip-hop","Electro-pop, Hip-Hop, Alternative"
"Klezmer, Yiddish Music","Klezmer, Yiddish music, antifolk"
"Art, Craft & DIY, Family","Craft & DIY, Family"
"Art, Craft & DIY, Family","Art, Craft & DIY"
"Pop, Hip-Hop, EDM","K-pop, Hip-hop, EDM, Pop"
"Tech House, House, Techno",Tech house
"Cabaret, Musical Comedy, Jazz","Cabaret, Musical Theater"
"Cabaret, Musical Comedy, Jazz","Cabaret, Musical"
Rock opera,"Rock, Opera"
"Music, Mystical, Community Gathering",Community
American Roots Music,"American roots, soul, blues, R&B"
"Readings & Talks, Politics/Current Issues, Memoir/Biography","Readings, Talks, History, Politics/Current Issues"
"Dance, Theatre","Classical Music, Dance, Theatre"
"Ska, Reggae, Pop","Ska, Reggae, Pop, Rock"
"Folk, Indie Rock, Alternative Rock","Pop, Rock, Alternative"
"Folk, Indie Rock, Alternative Rock","Indie rock, alternative rock, folk"
"Folk, Indie Rock, Alternative Rock","indie rock, alternative, electronic"
"Folk, Indie Rock, Alternative Rock","Indie Rock, Alternative Rock"
"Folk, Indie Rock, Alternative Rock","Rock, Alternative Rock"
"Folk, Indie Rock, Alternative Rock","Rock, Alternative"
"Folk, Indie Rock, Alternative Rock",Rock/Alternative
"Folk, Indie Rock, Alternative Rock","Pop-rock, Alternative"
"music, live music","Rock music, Live music"
"music, live music","Music, Live Music"
Cumbia,Psychadelic Amazonian cumbia
"Horror, Performance Art",Performance Art
"Glam rock, psychedelia, funk, indie rock","Glam rock, Psychedelia, Funk, Indie rock"
Celtic Music,Celtic music
hip hop,Hip-Hop & R&B
hip hop,"hip hop, R&B"
CULINARY Arts,Culinary arts
CULINARY Arts,"Cooking, Culinary Arts"
"House music, EDM, Dance","Music, EDM, Dance"
"Electronic/Synth, EDM, House, Techno","Electronic/Synth, EDM/House/Techno"
Country-rock,Country Rock
"Electroclash, Dance-punk, Electronic","Electroclash, Dance-punk"
"Educational, Interactive, Light Based","Interactive, Light Based"
Thrash Metal,"Thrash, Metal"
Thrash Metal,"Heavy metal, Thrash"
Country-pop,Country Pop
"Computers and technology, STEAM",Computers and technology
"Computers and technology, STEAM","STEAM, Computers and technology"
"Computers and technology, STEAM","Computers and technology, Educational"
"Progressive, Rock","Progressive Rock, Alternative"
"Rock, Activism & Social Justice",Activism & Social Justice
"Rock, Activism & Social Justice","Readings & Talks, Activism & Social Justice"
"Rock, Activism & Social Justice","Film, Activism & Social Justice"
"Art, Community Event","Music, Community Event"
"Art, Community Event","Art, Live Music, Community Event"
"music, edm","Music, EDM"
"Alternative, Pop, Electronic","Alternative, pop, electronic"
"Cabaret, Musical Theater","Cabaret, Musical"
"Hip hop, RnB","Hip Hop, RnB"
Indie folk,Indie-Folk
Country Soul,"Country, Soul"
"Hip Hop, K-Pop","Hip-Hop, R&B, Pop"
"Hip Hop, K-Pop","Christian, Hip Hop, Pop"
"Hip Hop, Dance, R&B",Hip Hop Dance
"Hip Hop, Dance, R&B","Hip-hop, Dance"
Indie / Folk-Rock,Indie/Folk Rock
Indie / Folk-Rock,"Indie Folk, Rock"
Indie / Folk-Rock,Indie Folk Rock
Indie / Folk-Rock,"Pop, Indie-Folk, Rock"
"Poetry, LGBTQIA",poetry
LGBTQ+,LGBTQ+ Theater
LGBTQ+,LGBTQ+ Music
"Folk, Americana, Ambient Instrumental","Folk, Americana, Ambient instrumental"
"Comedy, Stand up",stand up comedy
"Comedy, Stand up","Comedy, Stand-Up Comedy"
"Comedy, Stand up",stand-up comedy
"Comedy, Stand up","Comedy, Stand-up Comedy"
Creative Arts,"Creative Arts, Craft"
"Comedy, Stand-up Comedy",stand up comedy
"Comedy, Stand-up Comedy","Comedy, Stand-Up Comedy"
"Comedy, Stand-up Comedy",stand-up comedy
Synthwave,"Folk, synthwave, comedy"
"Folk, Folk-Punk, Emo-inflected Folk Punk, Cabaret Punk","Folk, Folk Punk, Emo-inflected Punk, Cabaret Punk"
"Country Music, Sertanejo","Country music, Bluegrass"
"Country Music, Sertanejo","Country, Music"
Acoustic Punk,"Electronic, Acoustic"
"Funk, R&B",introverted funk
"Rock, Folk, Pop","Pop, Rock, Folk-Pop"
"Funk, R&B/Soul, Rock","Funk, Soul, Rock, Jazz"
Public Art,"Public Art, Fundraiser"
"Community, Shopping, Vintage/Antique Market","Vintage, Community Market"
"R&B, Gospel",Gospel-flavored blues
"Indie Rock, Experimental Rock","Alternative Rock, Experimental Rock, Indie Rock"
"Live music, rock music","Live Music, Rock"
"Live music, rock music","Music, Rock"
Animation,"Animation, Film"
Drum and Bass,dnb (drum and bass)
"Indie Rock, Alternative Rock","Pop, Rock, Alternative"
"Indie Rock, Alternative Rock","Indie rock, alternative rock, folk"
"Indie Rock, Alternative Rock","indie rock, alternative, electronic"
"Indie Rock, Alternative Rock","Rock, Alternative"
"Indie Rock, Alternative Rock","Rock, Alternative Rock"
"Indie Rock, Alternative Rock",Rock/Alternative
"Indie Rock, Alternative Rock","Pop-rock, Alternative"
"Rock, Americana, Folk","Indie Rock, Americana"
"Art, Live Music, Community Event","Music, Community Event"
"Broadway, Comedy","Broadway, Comedy, Music"
"Slack key guitar, Hawaiian music","Hawaiian music, slack key guitar, traditional"
"Slack key guitar, Hawaiian music","Hawaiian, Slack Key Guitar"
"Americana, Country, Folk, Rock","Americana, Country, Folk"
Irish Folk,"Irish Folk, Punk"
"Americana, Folk-Rock","Americana, Folk, Folk Rock"
"Americana, Folk-Rock","Americana, Folk, Rock, Country"
"R&B, Trap","Dance, Trap"
"R&B, Trap","R&B, TRAP"
"R&B, Hip Hop, Afro Beats","Hip-Hop, R&B, Afro Beats"
"R&B, Hip Hop, Afro Beats","Hip Hop, R&B, Afro Beats"
"Funk, Soul, Jazz, Rock, Hip-Hop","Funk, Soul, R&B, Jazz, Classical"
"Funk, Soul, Jazz, Rock, Hip-Hop","Folk, Funk, Soul, Jazz, Rock"
"Funk, Soul, Jazz, Rock, Hip-Hop","Funk, Soul Jazz, Rock, Hip Hop, Jazz"
"Funk, Soul, Jazz, Rock, Hip-Hop","Funk, Soul, R&B, Jazz"
"Funk, Soul, Jazz, Rock, Hip-Hop","Funk, soul, jazz, rock, hip-hop"
Jam Band,"Psychedelic, Jam Band"
Jam Band,Jam / Jam Band / Rock
Jam Band,"Jam Band, Rock"
Jam Band,"Jam band, Rock"
"Indie rock, Blues rock","Blues-Rock, Blues"
"Indie rock, Blues rock","R&B, Rock, Blues"
"Soul, R&B, Funk","Soul, Funk"
Karaoke Music,"Karaoke, Music"
"Comedy, Fashion","Music, Fashion"
"Comedy, Fashion","Modeling, Fashion"
"Hawaiian music, slack key guitar, traditional","Hawaiian, Slack Key Guitar"
"STEAM, Computers and technology",Computers and technology
"STEAM, Computers and technology","Computers and technology, Educational"
"Food & Drinks, Festivals","Food & Drinks, Festivals, Entertainment"
"Rock, Hard rock, Heavy metal","Rock, Heavy Metal"
"Rock, Hard rock, Heavy metal","Hard rock, heavy metal"
"Rock, Hard rock, Heavy metal","Hard rock, Heavy metal"
R&B & Soul,"Soul, Inspirational"
R&B & Soul,"Soul, Philly Soul"
Devotional Music,"Music, Kindie"
Devotional Music,Music Creation
Devotional Music,"Music, Parades"
Devotional Music,Cafe Music
Devotional Music,Vietnamese music
Devotional Music,Handbell Music
Afro House,"House music, Afro-House"
"Rock and Roll, R&B","Americana, R&B, Rock and Roll"
"Rock and Roll, R&B",Indie rock and roll
"Folk, Country, Roots Rock","Country, Roots"
"Rock, Power Pop","Indie rock, power pop"
"Rock, Power Pop","Pop-Rock, Power Pop"
"Rock, Power Pop","Alt-rock, power pop-rock"
"Rock, Power Pop","Alt Rock, Power Pop, Dad Rock"
"Rock, Power Pop","Rock, Power-pop"
Children's literature,"Children's literature, Nature"
Children's literature,Children's Literature
"Indie Rock, Indie Pop","K-pop, Pop"
"Indie Rock, Indie Pop",Indie / Alternative / Rock
"Indie Rock, Indie Pop","Alternative Rock, Indie Rock, Pop"
"Indie Rock, Indie Pop","Pop, K-Pop"
"Indie Rock, Indie Pop","K-Pop, Pop"
"Indie Rock, Indie Pop","Alternative rock, indie rock"
"Indie Rock, Indie Pop","Pop Rock, Indie Pop"
"Indie Rock, Indie Pop","Pop, Indie"
"Indie Rock, Indie Pop","Country Pop, Indie Pop"
"Indie Rock, Indie Pop","Rock, Indie Pop"
"Indie Rock, Indie Pop","Alternative Rock, Indie Pop, Indie Rock"
"Indie Rock, Indie Pop","Pop, Pop Punk"
"Indie Rock, Indie Pop","K-pop, Pop Punk"
"music, poetry, art","Poetry, Art, Contemplative"
"Wellness, Yoga, Workshops","Wellness, Yoga, Spiritual"
"Music, Festivals",Music festivals
"Hip-Hop, R&B, Pop","Christian, Hip Hop, Pop"
"Hip-hop, RnB, Afro beats, Reggae & Soca","Afro beats, Reggae, Soca, Hip-Hop"
"Classic rock, roots music, indie, psych, blues","Classic rock ‘n’ roll, roots music, indie, psych, blues"
Celtic/British Isles,Celtic/ British Isles
Celtic/British Isles,"Celtic/British Isles, Classic Folk"
Celtic/British Isles,"Celtic/British Isles, World Music"
"Pop-Rock, Power Pop","Indie rock, power pop"
"Pop-Rock, Power Pop","Alt-rock, power pop-rock"
"Pop-Rock, Power Pop","Alt Rock, Power Pop, Dad Rock"
"Pop-Rock, Power Pop","Rock, Power-pop"
Art and Painting,Art and Pastels
"Community, Visual Art","Murals, Visual Art"
"Performing arts, magic show","Magic Show, Performing Arts"
Drag show,Drag Show
Islamic Events,Art Events
"Pop-rock, Alternative","Pop, Rock, Alternative"
"Pop-rock, Alternative","Indie rock, alternative rock, folk"
"Pop-rock, Alternative","indie rock, alternative, electronic"
"Pop-rock, Alternative","Rock, Alternative"
"Pop-rock, Alternative","Rock, Alternative Rock"
"Pop-rock, Alternative",Rock/Alternative
"Live Music, Theater & Performance, Community","Live Music, Theater & Performance"
"Urban, Reggaeton",Latin urban
"Urban, Reggaeton",Urban
"Pop, Soul, R&B",Pop-Soul
"Arts, STEM",STEM
"Country, Hip-Hop","Country, Hip-hop"
"Classical, Historical",Historical Commemoration
"Classical, Historical","Musical, Historical"
"Musical, Historical",Historical Commemoration
"Jazz, Rock, Jazz-rock","Jazz, Rock"
"Jazz, Rock, Jazz-rock",Jazz-Rock
"Film, Family, Drama","Film, Family"
"Bass music, electronic music","Bass music, electronic"
Musica costarricense,Musica folk irlandese
"Books, Meetups","Books, Meetups, Parties"
Pop/Rock,Pop-Rock
Celtic/ British Isles,"Celtic/British Isles, Classic Folk"
Celtic/ British Isles,"Celtic/British Isles, World Music"
"Rock, Alt-rock","Indie-rock, Alt-rock"
"Pop, Indie","K-pop, Pop"
"Pop, Indie",Indie / Alternative / Rock
"Pop, Indie","Alternative Rock, Indie Rock, Pop"
"Pop, Indie","Pop, K-Pop"
"Pop, Indie","K-Pop, Pop"
"Pop, Indie","Alternative rock, indie rock"
"Pop, Indie","Pop Rock, Indie Pop"
"Pop, Indie","Country Pop, Indie Pop"
"Pop, Indie","Rock, Indie Pop"
"Pop, Indie","Alternative Rock, Indie Pop, Indie Rock"
"Pop, Indie","Pop, Pop Punk"
"Pop, Indie","K-pop, Pop Punk"
"Jazz, Not provided in source.","Jazz, R&B, Not provided in source."
"Jazz, Not provided in source.","Rock, Jazz, Not provided in source."
Synth pop,Synth-pop
"Music festivals, live music","Music festivals, Live music, Beer festivals"
"Soul, Philly Soul","Soul, Inspirational"
"House, Deep House, Melodic Techno","Deep House, Melodic Techno"
"House, Deep House, Melodic Techno","House, Deep House, Melodic Techno, Indie Dance"
"History & Art, Lectures & Presentations",History & Art
"Música urbana, Punk Rock","Música urbana, R&B, Pop, Country"
"Jazz, Hip-Hop, R&B, Soul","Hip-hop, Soul"
"Classical, Jazz, World Music","Jazz, World Music"
"alternative, metal, R&B, hip-hop","Alternative, R&B, Metal, Hip-Hop"
"Rock, Americana, Alternative Country","Americana, Alternative Country"
"Alt-pop, Pop","Alternative, Alt-Pop"
"Alt-pop, Pop","Alt-pop, Rock, Electronic"
"Alt-pop, Pop","Electronic, Alt-pop"
"Food & Beverage, Festivals & Fairs, Performing Arts","Food & Beverage, Festivals & Fairs, Music"
"K-pop, Pop",Indie / Alternative / Rock
"K-pop, Pop","Alternative Rock, Indie Rock, Pop"
"K-pop, Pop","Pop, K-Pop"
"K-pop, Pop","K-Pop, Pop"
"K-pop, Pop","Alternative rock, indie rock"
"K-pop, Pop","Pop Rock, Indie Pop"
"K-pop, Pop","Country Pop, Indie Pop"
"K-pop, Pop","Rock, Indie Pop"
"K-pop, Pop","Alternative Rock, Indie Pop, Indie Rock"
"K-pop, Pop","Pop, Pop Punk"
"K-pop, Pop","K-pop, Pop Punk"
Graphic Novels,Graphic Novels / Comics
"Folk, Rock, Spoken-Word","Spoken Word, History"
"Folk, Rock, Spoken-Word","live music, spoken word, R&B"
"Folk, Rock, Spoken-Word","Spoken word, Dance, Music"
"Spoken Word, Poetry, Music",Spoken word poetry
"Spoken Word, Poetry, Music",Spoken Word Poetry
"Spoken Word, Poetry, Music","Spoken Word, Poetry, Comedy"
"Spoken Word, Poetry, Music","Spoken word, Poetry, Music, Comedy"
"Psychedelic rock, Grateful Dead Tribute",Psychedelic Rock
"Psychedelic rock, Grateful Dead Tribute","Psychedelic, Rock"
"Psychedelic rock, Grateful Dead Tribute","psychedelic, rock"
"Indie Pop, Singer-Songwriter","Country, Pop, Singer-Songwriter"
"Funk, Soul Jazz, Rock, Hip Hop, Jazz","Funk, Soul, R&B, Jazz, Classical"
"Funk, Soul Jazz, Rock, Hip Hop, Jazz","Folk, Funk, Soul, Jazz, Rock"
"Funk, Soul Jazz, Rock, Hip Hop, Jazz","Funk, Soul, R&B, Jazz"
"Funk, Soul Jazz, Rock, Hip Hop, Jazz","Funk, soul, jazz, rock, hip-hop"
"Rock, Heavy Metal","Hard rock, heavy metal"
"Rock, Heavy Metal","Hard rock, Heavy metal"
stand up comedy,"Comedy, Stand-Up Comedy"
stand up comedy,stand-up comedy
"Jam Band, Rock","Psychedelic, Jam Band"
"Jam Band, Rock",Jam / Jam Band / Rock
"Jam Band, Rock","Jam band, Rock"
"Soul, R&B, Pop","R&B, Soul, Pop"
Film Festivals,"Festivals, Film"
"Alt Rock, Power Pop, Dad Rock","Indie rock, power pop"
"Alt Rock, Power Pop, Dad Rock","Alt-rock, power pop-rock"
"Alt Rock, Power Pop, Dad Rock","Rock, Power-pop"
"Folk, Roots","Blues, Folk, Roots"
"Jazz, Alternative","Jazz, Alternative Rock"
"RnB, Hip Hop","RnB, Hip-Hop"
"Fitness, Food",Fitness
"Pop, Hip-hop","K-pop, R&B, Hip-Hop"
"Music, Dance","Music, Dance, EDM"
"Americana, Folk, Folk Rock","Americana, Folk, Rock, Country"
"Reggaeton, Hip Hop, Latin","Reggaeton, Hip-Hop, Latin EDM"
"Reggaeton, Hip Hop, Latin","Hip Hop, Latin, EDM"
"Americana/Alt-Country, Rock/Pop",Americana/Alt-Country
"Folk, Americana, Jangly Folk Rock",Jangly Folk Rock
"Film, Activism & Social Justice",Activism & Social Justice
"Film, Activism & Social Justice","Readings & Talks, Activism & Social Justice"
Brostep,"Brostep, Livetronica"
Honky Tonk,"Bluegrass, Honky-tonk"
Honky Tonk,"Line Dance, Honky Tonk"
"Folk Punk, Rock, Pop, Funk, R&B, Jazz, Latin Rock, Ska, Punk, Indie Rock","Folk punk, Rock, Pop, Funk, R&B, Jazz, Latin rock, Ska, Punk, Indie rock"
"Theater, Poetry, Improvisation",Improvisation theater
"Jazz, Improv Comedy, Folk","Jazz, Improv"
"Swing music, Lindy Hop","Swing Music, Lindy Hop"
"Pop, K-Pop",Indie / Alternative / Rock
"Pop, K-Pop","Alternative Rock, Indie Rock, Pop"
"Pop, K-Pop","K-Pop, Pop"
"Pop, K-Pop","Alternative rock, indie rock"
"Pop, K-Pop","Pop Rock, Indie Pop"
"Pop, K-Pop","Country Pop, Indie Pop"
"Pop, K-Pop","Rock, Indie Pop"
"Pop, K-Pop","Alternative Rock, Indie Pop, Indie Rock"
"Pop, K-Pop","Pop, Pop Punk"
"Pop, K-Pop","K-pop, Pop Punk"
Drum N Bass,Drum & bass
"Alternative, Hip-Hop/Rap","Alternative, R&B, Hip Hop"
"Pop, Rock, Alternative","Indie rock, alternative rock, folk"
"Pop, Rock, Alternative","indie rock, alternative, electronic"
"Pop, Rock, Alternative","Rock, Alternative"
"Pop, Rock, Alternative","Rock, Alternative Rock"
"Pop, Rock, Alternative",Rock/Alternative
"Soul, Gospel, Americana","Soul, R&B, Gospel, Pop"
"Soul, Gospel, Americana","Jazz, Soul, Gospel"
"Punk, Alternative Rock, Garage Rock, Blues Rock","Indie rock, blues rock, garage rock"
"Dance, Cirque, Family",Family
"Rock, Acoustic","Alternative rock, Acoustic"
"Rap, Hip-Hop","Rap, Hip Hop"
"Rap, Hip-Hop","R&B, Rap, Hip-Hop"
KPOP,KPop
KPOP,Kpop
Colombian pop,Colombian indie
"R&B, Americana, pop","Country, Americana, Pop"
"Indie Pop, Country Pop, Folk Pop","Indie pop, country pop, folk pop"
"Indie Pop, Country Pop, Folk Pop","Indie pop, Country pop, Folk pop"
